perno,address,dateFrom,dateTo,postcode,long,lat
1172,"133 Geoffrey pike, Faulknerport, B0 8XD",2005-02-11,2018-06-26 00:00:00,B0 8XD,,
1173,"Flat 12X, Pearson courts, Woodshire, G47 4EQ",2006-12-06,,G47 4EQ,,
1174,"8 Anthony isle, South Donald, NN1N 1YU",2021-02-09,,NN1N 1YU,,
1175,"Flat 62R, Francesca lodge, Parkinsonview, W8E 2UY",2008-06-08,,W8E 2UY,,
1175,"134 French harbors, Jenniferstad, B8 0PT",2017-03-10,,B8 0PT,-1.8596,52.4916
1175,"Flat 2, Hunt way, Lynchborough, N0 7GB",2021-10-09,2016-03-03 00:00:00,N0 7GB,,
1176,"59 Jamie rapids, Port Lorraine, ME28 8YD",2017-12-05,2016-03-18 00:00:00,ME28 8YD,,
1177,"Studio 21, Caroline parkway, Davistown, HD67 2JX",2008-11-12,,HD67 2JX,,
1178,"Flat 98, Damian alley, West Hazel, N41 5JJ",2018-08-29,,N41 5JJ,,
1179,"80 Johnson flat, Port Junefort, RM83 4NX",2016-05-13,,RM83 4NX,,
118,"Studio 97, Gerard streets, Robinton, PO55 4GY",2008-08-26,,PO55 4GY,,
1180,"229 Helen trace, New Maria, EC28 0FY",2007-11-18,,EC28 0FY,,
1181,"120 Diane hollow, Cooperbury, SG3 1LP",2018-08-06,,SG3 1LP,-0.1749833333333333,51.8513
1181,"310 Beverley plain, South Kim, E2 3YS",2019-06-01,,E2 3YS,-0.055525,51.5386
1182,"Flat 56J, Ryan manor, Port Natalie, SK05 7EX",2012-02-04,,SK05 7EX,,
1182,"0 Heather dale, Owenview, W7H 7YY",2018-02-27,,W7H 7YY,,
1183,"7 Simpson landing, Lake Declan, TA5W 6HF",2008-01-18,,TA5W 6HF,,
1183,"Studio 3, Fiona cliff, Reeceshire, NG8 1BH",2009-01-12,,NG8 1BH,-1.2132,52.9648
1184,"Flat 5, Emily drive, South Eric, L65 1UY",2009-11-22,,L65 1UY,,
1184,"654 Sharpe knoll, East Georginabury, PE9A 5JG",2015-07-09,,PE9A 5JG,,
1184,"80 Parkinson underpass, Dawnborough, N32 4XJ",2021-02-03,,N32 4XJ,,
1185,"Studio 43, Warner point, East Tracyhaven, E6F 1ES",2005-09-28,,E6F 1ES,,
1186,"8 Rachel loop, Keithmouth, TW6B 2US",2005-05-05,,TW6B 2US,,
1187,"Studio 4, Paul skyway, West Barbara, TW2X 6FE",2012-04-28,,TW2X 6FE,,
1187,"Flat 09h, White bypass, West Katy, TS37 1NR",2017-10-26,,TS37 1NR,,
1188,"Studio 0, Gregory terrace, Francesberg, CW6 1JW",2018-10-25,,CW6 1JW,-2.671352380952381,53.1327
1189,"216 Wade islands, Marianton, LN0R 9QQ",2021-08-10,,LN0R 9QQ,,
119,"4 Douglas row, Benjaminchester, LN16 8HE",2012-01-25,,LN16 8HE,,
119,"Studio 24, Newman fall, South Declan, S1 9PB",2019-10-01,,S1 9PB,-1.4659,53.383
1190,"5 Collins wall, West Jack, S0 5ES",2005-08-08,,S0 5ES,,
1191,"Flat 06, Holly forges, South Paige, G5 0JQ",2017-10-26,2016-01-28 00:00:00,G5 0JQ,-4.2576,55.8651
1192,"7 Harrison station, Chelseaside, B1 9SL",2007-01-20,2018-03-14 00:00:00,B1 9SL,-1.8998,52.4814
1192,"784 Simon rapids, South Samuel, M2U 9TX",2020-06-23,,M2U 9TX,,
1193,"Studio 6, Hewitt groves, Philipmouth, E71 9NX",2006-05-22,2020-07-08 00:00:00,E71 9NX,,
1194,"Studio 2, Lawrence vista, Lake Lisa, M0 5ZA",2010-09-30,,M0 5ZA,,
1195,"7 Zoe wells, Billyfurt, KY9M 3EX",2009-01-22,,KY9M 3EX,,
1195,"Flat 1, Angela wells, West Pauline, CV0R 5ZQ",2019-09-23,,CV0R 5ZQ,,
1196,"Flat 19T, Jones radial, West Helen, G0 7ER",2005-07-04,,G0 7ER,,
1196,"99 Barnes turnpike, Frenchborough, HP7H 9XE",2008-11-09,,HP7H 9XE,,
1196,"Flat 28c, Marshall freeway, New Karentown, EH1 0XJ",2017-03-17,,EH1 0XJ,-3.1965,55.9521
1197,"6 Amy inlet, Port Martinfurt, L05 4ZE",2006-04-11,,L05 4ZE,,
1197,"8 Hayes squares, Smithland, G8B 1TY",2012-01-06,,G8B 1TY,,
1197,"Flat 66, Jamie crossing, Barrettberg, UB6A 6TR",2017-10-02,2009-02-16 00:00:00,UB6A 6TR,,
1198,"Flat 87O, Clark mountain, North Shannonfort, LE9 1SP",2009-12-05,,LE9 1SP,-1.273977272727273,52.5887
1199,"90 Hussain stravenue, Lake Rebeccafurt, N75 8TA",2005-06-21,,N75 8TA,,
1199,"663 Stuart forge, Elliotfurt, E2E 5AN",2012-08-30,2019-05-31 00:00:00,E2E 5AN,,
12,"1 Bull junction, Lloydview, SM56 4WH",2009-04-09,,SM56 4WH,,
120,"Studio 18B, Emily plaza, Port Emily, N6B 1WL",2012-01-08,,N6B 1WL,,
120,"788 Julia unions, Marcusville, W0 1YL",2015-11-13,,W0 1YL,,
1200,"Studio 34D, Wilson row, Juneland, HU8 7QH",2016-06-12,,HU8 7QH,-0.2998,53.7693
1201,"251 Barton overpass, Jonathanmouth, L7E 2BJ",2018-11-08,,L7E 2BJ,,
1202,"47 Poole station, Richardsfurt, W20 9TQ",2008-05-29,,W20 9TQ,,
1203,"Flat 5, Barrett union, North Jenna, BD5 1PF",2004-04-24,,BD5 1PF,-1.7521,53.7939
1204,"Studio 6, Hill bridge, Janicetown, G63 0BS",2010-06-19,2006-01-13 00:00:00,G63 0BS,-4.350012,56.05
1205,"Studio 8, Lane square, Port Nathan, DT9 9TL",2010-03-26,2013-12-27 00:00:00,DT9 9TL,-2.519611428571429,50.9563
1206,"Flat 38, Taylor forks, Leahfurt, B4W 5AE",2006-01-06,,B4W 5AE,,
1207,"Studio 16, Smith center, North Richardchester, CH26 9TJ",2009-02-25,2010-05-17 00:00:00,CH26 9TJ,-3.0659,53.3657
1207,"Studio 6, Williams ford, East Kathleenstad, FY8 8XZ",2021-04-30,2012-07-25 00:00:00,FY8 8XZ,-2.9898,53.7435
1208,"Flat 6, Deborah drive, West Thomasfurt, N96 4DQ",2005-02-15,,N96 4DQ,,
1208,"Flat 4, Foster shoal, Lake Beverleyport, W8 6DJ",2021-09-29,,W8 6DJ,-0.1985,51.501
1209,"6 Bolton plaza, Kennethfort, B4J 2NX",2011-01-09,,B4J 2NX,,
121,"Flat 1, Paula road, South Bruce, B63 1ZJ",2006-11-03,,B63 1ZJ,-2.067133333333333,52.4462
121,"8 Gerald bridge, West Annette, EN1B 6FB",2010-11-16,,EN1B 6FB,,
121,"Studio 07, Carl parkway, North Andrew, CO8Y 9BQ",2017-08-14,,CO8Y 9BQ,,
1210,"Studio 0, Taylor avenue, Wendyfort, L9 8DD",2006-10-07,2009-09-07 00:00:00,L9 8DD,-2.9534,53.4616
1211,"36 Chapman neck, North Connormouth, E86 3EN",2016-07-28,2017-01-05 00:00:00,E86 3EN,,
1212,"23 Stuart isle, Wongstad, KY92 7NS",2009-04-14,,KY92 7NS,,
1213,"040 May dam, Port Donnaville, E01 1YL",2005-09-22,,E01 1YL,,
1214,"87 Allan light, Hollieshire, NP2Y 5FX",2005-03-02,2011-10-09 00:00:00,NP2Y 5FX,,
1215,"Studio 99, Chelsea green, Lawrenceton, IP8Y 5PJ",2005-05-26,2017-05-04 00:00:00,IP8Y 5PJ,,
1215,"Studio 96, Morgan radial, Clarkeport, M6 6QR",2008-03-14,,M6 6QR,-2.2991,53.4926
1216,"2 Josephine key, Port Chloeville, G9G 8ZB",2004-08-31,,G9G 8ZB,,
1217,"2 Angela throughway, West Keithburgh, W4 7DR",2018-10-26,,W4 7DR,-0.258,51.4927
1218,"Flat 34, Carole common, Cliveville, N67 3BD",2012-04-03,,N67 3BD,,
1219,"72 Joanna bridge, New Petermouth, E19 4SL",2009-02-02,2019-08-26 00:00:00,E19 4SL,,
1219,"Studio 7, Crawford meadows, Claireburgh, SO8W 7EW",2020-08-18,,SO8W 7EW,,
122,"Flat 8, Johnson mountains, Port Eleanor, BT95 7GS",2007-04-15,,BT95 7GS,,
122,"87 Duncan lights, Port Rogermouth, IM75 1AL",2020-09-24,,IM75 1AL,,
1220,"11 Jennifer corner, Lake Dean, W50 5ZY",2011-08-08,,W50 5ZY,,
1221,"838 Davis station, Martinchester, SA87 0SN",2017-02-17,,SA87 0SN,,
1222,"Flat 73v, Hayley causeway, Port Bethanyport, LE29 4TQ",2006-12-19,,LE29 4TQ,,
1223,"2 David bypass, Martinburgh, E68 4DY",2010-06-10,,E68 4DY,,
1224,"Flat 63, Burgess locks, New Malcolm, W3S 7WB",2016-08-22,2007-12-13 00:00:00,W3S 7WB,,
1225,"0 Joanne hill, Wilkinsonmouth, CT1 9WD",2006-05-17,2009-02-14 00:00:00,CT1 9WD,1.06835,51.2691
1226,"737 Jemma park, Pollardland, ME4 3PD",2013-05-06,,ME4 3PD,0.5306,51.3789
1227,"Studio 6, Gordon street, Elliottville, M67 2PN",2011-01-02,,M67 2PN,,
1228,"Flat 34t, Amanda manor, Port Geraldineland, HP1 9HT",2015-02-15,,HP1 9HT,-0.49158,51.7551
1228,"Studio 72u, Walton rapid, North Saraburgh, OL7V 8SW",2019-02-05,,OL7V 8SW,,
1229,"349 Lowe hills, Vanessamouth, BB7 0GR",2006-11-10,,BB7 0GR,-2.38126,53.9333
123,"Flat 32L, Albert cape, Hoopermouth, N0 9FG",2018-10-05,,N0 9FG,,
1230,"Studio 51, Townsend glen, Wilkinsonport, LA6 8YB",2017-02-08,,LA6 8YB,-2.6236128205128204,54.2373
1231,"57 Lawrence lane, Kirstyshire, M7D 1AU",2014-06-26,,M7D 1AU,,
1232,"6 Amanda valleys, Hillfort, M9 1PW",2004-12-03,,M9 1PW,,
1232,"Flat 08u, Nathan stream, South Paulborough, L1 0QY",2016-10-15,,L1 0QY,-2.9779,53.4106
1233,"401 Helen park, East Paulamouth, S68 9JN",2010-06-19,,S68 9JN,,
1233,"Studio 35F, Graham courts, Taylorbury, E2J 8SW",2015-12-23,2019-04-11 00:00:00,E2J 8SW,,
1233,"11 Natasha fall, Wilsonside, LS3V 5DQ",2017-06-11,,LS3V 5DQ,,
1234,"Flat 3, Grace prairie, West Bradleyfort, E7 3QL",2011-02-22,,E7 3QL,0.026475,51.5472
1235,"Studio 4, Garry glens, Webbview, WN0V 9AX",2021-04-23,,WN0V 9AX,,
1236,"Flat 89, Goodwin forge, Miahhaven, KY4R 3WR",2007-06-11,2006-10-26 00:00:00,KY4R 3WR,,
1237,"83 Gardiner parkways, North Martyn, LS4 2ND",2018-03-14,2019-08-18 00:00:00,LS4 2ND,-1.5846,53.8103
1238,"Studio 82, Warren burgs, Lake Ellie, L4A 9LQ",2016-07-17,,L4A 9LQ,,
1239,"Studio 2, Phillips springs, Samanthaton, G3H 9NH",2004-03-09,,G3H 9NH,,
1239,"Studio 63, Brenda stravenue, Lake Kerryland, S9 0BR",2004-08-10,,S9 0BR,-1.4084666666666668,53.386
124,"64 Kirk lights, Danielville, M8B 1TY",2018-08-30,,M8B 1TY,,
1240,"Flat 6, Jones burg, Simonton, E1A 6JT",2006-09-05,,E1A 6JT,,
1240,"6 Jones glen, Lake Denis, PO49 9RW",2008-12-01,,PO49 9RW,,
1240,"53 Elliott locks, Emilyton, M7 7FU",2020-05-12,,M7 7FU,-2.2623,53.5056
1241,"Studio 14O, Hardy estates, Thomaschester, W0T 5PS",2014-09-14,,W0T 5PS,,
1242,"Studio 35G, Perry mountains, Kevinside, N52 8UQ",2018-07-17,,N52 8UQ,,
1243,"678 Declan walks, Charlesland, E38 6JY",2021-02-15,2011-06-06 00:00:00,E38 6JY,,
1244,"Studio 55, Graham island, New Victor, PO6 7WB",2009-03-03,,PO6 7WB,-1.060466666666667,50.8465
1244,"Flat 49K, Shaw track, Samanthamouth, L0 4RD",2015-08-05,,L0 4RD,,
1244,"51 Colin forges, Kayleighstad, RG20 7ND",2017-12-19,2020-03-17 00:00:00,RG20 7ND,-1.3471355555555555,51.3249
1245,"08 Gareth isle, East Jodie, E7 4BF",2021-05-20,,E7 4BF,0.026475,51.5472
1246,"424 Gordon views, Williamsport, M55 5NJ",2014-01-04,,M55 5NJ,,
1247,"31 Liam creek, North Kerryburgh, SK88 9QF",2015-08-10,,SK88 9QF,,
1248,"39 Conor orchard, South Mandyville, B25 8LP",2007-10-04,2017-05-07 00:00:00,B25 8LP,-1.82275,52.4636
1249,"Flat 75V, Saunders ranch, Josephineview, L5 8BZ",2005-05-31,,L5 8BZ,-2.9779,53.4106
1249,"259 Wright ferry, Lake Brian, CA5 9GE",2007-05-06,2019-06-15 00:00:00,CA5 9GE,-3.0198096774193552,54.855
125,"7 Robert pines, New Barbaramouth, W3 3LW",2006-05-27,,W3 3LW,-0.2657166666666666,51.5103
1250,"Studio 81M, Jane wells, Morrisberg, S3 4PN",2006-02-27,,S3 4PN,-1.4659,53.383
1251,"8 Gordon union, Port Juliemouth, BD59 4YD",2013-06-09,2009-02-26 00:00:00,BD59 4YD,,
1251,"140 Kelly forges, Hallside, M6 9TW",2017-03-26,2011-11-01 00:00:00,M6 9TW,-2.2991,53.4926
1252,"3 Robinson meadows, Lawrencehaven, LU22 6GZ",2016-11-15,,LU22 6GZ,,
1252,"Studio 47, Howard canyon, Warrenland, N31 9TU",2017-05-30,2010-06-24 00:00:00,N31 9TU,,
1253,"Flat 4, Joel ranch, West Jessica, G1 3GN",2011-07-03,,G1 3GN,-4.2576,55.8651
1254,"Studio 61A, Sally lake, Helenberg, KY8R 2QD",2012-04-11,2013-12-03 00:00:00,KY8R 2QD,,
1255,"Flat 23, Owen lakes, North Shirleystad, PO0 1JB",2004-08-14,,PO0 1JB,,
1256,"Studio 2, Tina path, Marshallport, B94 1LZ",2009-07-18,,B94 1LZ,-1.7779142857142856,52.3498
1257,"461 Jacob drives, Lake Margarettown, G3 9ZT",2006-11-29,,G3 9ZT,-4.2576,55.8651
1257,"99 Boyle mount, East Sophie, DY03 6UA",2015-01-20,,DY03 6UA,,
1257,"Flat 56, Read haven, Smithfort, AB81 1YE",2019-04-01,,AB81 1YE,,
1258,"892 Jenna summit, New Geraldborough, SG4V 1PX",2008-02-03,,SG4V 1PX,,
1259,"Flat 4, Jones place, Lake Fionaberg, E8 4EB",2019-10-10,,E8 4EB,-0.0629,51.548
126,"3 Clements islands, Malcolmmouth, W71 1WT",2014-02-02,,W71 1WT,,
126,"231 Simpson garden, Jenniferberg, YO7 2YL",2017-03-09,,YO7 2YL,-1.344120930232558,54.261
126,"459 Bishop island, Akhtarfort, M8C 2YY",2020-08-28,,M8C 2YY,,
1260,"75 Curtis falls, New Carolynbury, M0 8YN",2020-01-08,,M0 8YN,,
1261,"36 Shaun fork, East Kevin, NW5Y 7HW",2006-04-14,2006-07-19 00:00:00,NW5Y 7HW,,
1261,"915 Little light, North Dylan, W85 2YD",2021-11-24,2006-12-13 00:00:00,W85 2YD,,
1262,"Flat 66E, Charlie meadow, West Arthur, PO5W 6UN",2010-11-07,,PO5W 6UN,,
1262,"Flat 8, Holt burgs, Jonesshire, WV5 6XF",2015-12-16,2012-01-22 00:00:00,WV5 6XF,-2.2366,52.5379
1263,"2 Davis meadow, Port Annette, TQ3 8HH",2017-03-31,,TQ3 8HH,-3.5818833333333333,50.429
1264,"89 Fox fall, North Kieran, NW9V 9EL",2010-06-11,,NW9V 9EL,,
1265,"377 Dawn dam, Ronaldport, WF0R 5AY",2008-04-28,,WF0R 5AY,,
1266,"Studio 08, Gilbert lakes, Lyndaborough, G0 9SY",2004-06-15,,G0 9SY,,
1267,"60 Taylor vista, Johnsonmouth, B85 9RJ",2009-10-09,,B85 9RJ,,
1268,"Flat 4, Moore street, Brownhaven, DH6 0SN",2009-06-23,2015-02-08 00:00:00,DH6 0SN,-1.4842055555555556,54.7189
1269,"Flat 77, Shane inlet, Darrenborough, SY2M 0WD",2015-05-04,,SY2M 0WD,,
127,"7 Geraldine streets, Port Trevor, W22 3UL",2019-09-29,,W22 3UL,,
1270,"Studio 52, Rhys row, Port Melanie, G27 0BX",2006-01-14,,G27 0BX,,
1271,"0 Sheila landing, Lewisville, N4 7JZ",2013-11-24,,N4 7JZ,-0.1069,51.5693
1272,"Studio 13, Walker avenue, Denisport, G9 3XD",2006-10-25,,G9 3XD,-4.25,55.8667
1273,"Flat 66H, Cox flats, Goddardtown, NR67 1TD",2011-08-06,,NR67 1TD,,
1274,"Flat 9, Marilyn via, West Nicolestad, M0B 6ZD",2014-12-07,,M0B 6ZD,,
1274,"Studio 3, Hall union, Shepherdville, CF3P 6LQ",2017-01-10,,CF3P 6LQ,,
1274,"0 Jones mews, West Ameliaborough, B25 3EB",2021-06-26,,B25 3EB,-1.82275,52.4636
1275,"Flat 6, Samuel neck, Brennanstad, HD6 0QP",2017-04-08,2010-12-04 00:00:00,HD6 0QP,-1.7843,53.7032
1276,"Studio 77G, Alex roads, Neilland, SK15 3NN",2007-11-23,,SK15 3NN,-2.0591,53.4841
1277,"Flat 1, Mohamed viaduct, Parkerhaven, KT0E 4QP",2018-02-19,,KT0E 4QP,,
1278,"10 Hawkins lights, Tomside, W9G 0ET",2015-09-15,,W9G 0ET,,
1278,"Studio 41j, Karen ford, Lake Shirleybury, N8B 0FS",2016-03-04,,N8B 0FS,,
1279,"271 Kennedy harbor, Port Catherine, G7T 0EE",2005-10-28,,G7T 0EE,,
128,"91 Ashley centers, Malcolmmouth, W1 0AX",2018-05-27,,W1 0AX,-0.0986428571428571,51.4822
1280,"1 Antony meadow, Lake Justinborough, CR4 5YH",2013-04-12,2021-04-04 00:00:00,CR4 5YH,-0.163,51.4032
1281,"Studio 70B, Smith forge, Annaborough, E75 0SU",2017-05-16,,E75 0SU,,
1281,"Flat 3, Rebecca mission, Jonesfort, W4H 9PR",2021-02-17,,W4H 9PR,,
1282,"8 Kennedy pike, Elliottview, W0K 4SP",2019-05-29,,W0K 4SP,,
1283,"6 Lynn mission, Port Liam, TA3H 4RT",2020-05-28,,TA3H 4RT,,
1284,"Flat 1, Ward park, Adamsstad, IP9P 1SP",2008-04-28,,IP9P 1SP,,
1285,"1 Morris haven, Wardville, WR57 2YY",2006-04-21,,WR57 2YY,,
1286,"Flat 9, Angela motorway, East Craigton, WA4 2HX",2007-02-02,,WA4 2HX,-2.583875,53.3065
1287,"9 Dodd gardens, Alexanderfort, PH1W 1ZL",2020-01-10,,PH1W 1ZL,,
1288,"Flat 53V, Wilkinson circle, Jonesstad, E8C 8YL",2012-07-30,2005-10-10 00:00:00,E8C 8YL,,
1289,"451 Knight falls, Charlotteville, SW6V 2JR",2005-09-07,,SW6V 2JR,,
129,"2 Lamb skyway, Lake Roger, SM7Y 1NE",2008-04-27,2013-11-28 00:00:00,SM7Y 1NE,,
129,"8 John extensions, Ryanchester, OX2W 4FX",2012-06-11,,OX2W 4FX,,
1290,"80 Brett forge, Brettside, LL08 5PW",2005-03-27,,LL08 5PW,,
1291,"930 Beth ramp, Maystad, E8 8UH",2007-09-18,,E8 8UH,-0.0629,51.548
1292,"Studio 8, Powell circle, Wongland, N2W 9NT",2004-06-01,,N2W 9NT,,
1293,"Studio 42, John path, Paulineville, W5C 6FE",2017-06-24,,W5C 6FE,,
1294,"Flat 0, Holly ranch, West Amelia, ST76 7HA",2004-09-14,,ST76 7HA,,
1294,"170 Edwards gateway, Stonehaven, NP62 4EW",2019-04-10,,NP62 4EW,,
1295,"Studio 54, Thompson ford, West Robin, TS8 1ZA",2007-01-16,,TS8 1ZA,-1.24278,54.5012
1296,"27 Alison trace, South Glen, SR33 2HG",2018-03-27,,SR33 2HG,,
1297,"18 Wilson plains, Jessicaton, G4A 5EZ",2011-02-18,2014-10-15 00:00:00,G4A 5EZ,,
1298,"Flat 2, Louise underpass, Port Katherine, HA8 2YL",2017-09-10,,HA8 2YL,-0.2709,51.6021
1299,"2 Robinson groves, Holdenton, L1 6HZ",2018-04-28,,L1 6HZ,-2.9779,53.4106
13,"Studio 08, Howard junctions, West Beth, M32 7AS",2005-10-06,2016-02-27 00:00:00,M32 7AS,-2.3167,53.45
13,"01 Beth ports, East Rita, N1 6QF",2009-09-17,,N1 6QF,-0.0944,51.5362
130,"899 Benjamin drives, Palmershire, EC9A 7LA",2017-04-23,,EC9A 7LA,,
1300,"81 Cook burgs, East Juneland, S7C 0PH",2017-06-22,,S7C 0PH,,
1301,"727 Perkins prairie, Scottfurt, M93 0WW",2005-08-13,2015-12-21 00:00:00,M93 0WW,,
1302,"Studio 68, Natalie overpass, East Darren, L8W 9WL",2006-12-24,,L8W 9WL,,
1303,"Flat 62, Gibson summit, Barbaraville, LL0 1ZQ",2011-06-04,,LL0 1ZQ,,
1304,"Flat 6, Martin wells, Reesport, SW4 0PZ",2014-04-24,2019-01-19 00:00:00,SW4 0PZ,-0.1291199999999999,51.4746
1304,"Flat 89M, Bolton grove, East Douglas, L8 0PR",2019-03-05,2019-07-18 00:00:00,L8 0PR,-2.9779,53.4106
1305,"Studio 33, Maria ramp, Benland, SP3 5HT",2009-06-17,,SP3 5HT,-1.987265625,51.0672
1306,"78 Andrew drive, Williamsmouth, N6G 6FY",2005-11-16,,N6G 6FY,,
1307,"Studio 7, Jonathan estates, North Petertown, S0 0DN",2015-07-21,,S0 0DN,,
1308,"9 Dawn haven, West Hilaryland, E0D 6RY",2010-08-07,,E0D 6RY,,
1309,"Studio 4, Taylor walk, South Lyndahaven, E0 6XE",2009-01-25,2014-07-16 00:00:00,E0 6XE,,
131,"Studio 3, Jarvis walks, West Rosemaryfurt, E31 3ZD",2011-03-16,2020-05-26 00:00:00,E31 3ZD,,
1310,"2 James brook, Craigbury, W01 1PS",2015-06-12,,W01 1PS,,
1311,"04 Jason branch, Sallyburgh, M8D 9DZ",2010-11-21,,M8D 9DZ,,
1312,"Flat 8, Josephine ridge, Spencershire, BS7 2AG",2015-05-29,,BS7 2AG,-2.5572,51.4767
1313,"Studio 72y, Philip mission, Angelabury, BN5H 9ZR",2010-03-19,,BN5H 9ZR,,
1314,"Studio 93, Roy street, Julieburgh, SA1R 3ZA",2018-10-12,,SA1R 3ZA,,
1315,"51 O'Donnell lodge, Lake Mollystad, B8T 3DN",2007-05-09,,B8T 3DN,,
1316,"Flat 3, Deborah station, Port Stevenview, B83 9YP",2015-08-10,2020-03-13 00:00:00,B83 9YP,,
1317,"Flat 61l, Gareth meadow, East Bradleyton, G9 5DW",2013-12-02,2020-06-18 00:00:00,G9 5DW,-4.25,55.8667
1318,"Studio 73Z, Todd cliffs, Brettmouth, ME57 0FW",2011-07-25,,ME57 0FW,,
1319,"Flat 0, Wright junction, New Melissafort, G3 5SZ",2016-02-16,2018-01-25 00:00:00,G3 5SZ,-4.2576,55.8651
132,"6 Caroline motorway, Kimmouth, CR8W 9LZ",2011-12-27,,CR8W 9LZ,,
132,"25 Walker shoal, East Mathew, CA8 5AY",2014-11-09,,CA8 5AY,-2.7071083333333337,54.95
1320,"26 Roberts turnpike, West Bethany, HA1Y 0PD",2014-11-24,,HA1Y 0PD,,
1321,"5 Douglas rue, New Neil, CR28 2GQ",2007-09-10,,CR28 2GQ,,
1322,"Flat 2, Roberts lodge, Raymondtown, PR2 7BN",2021-03-25,,PR2 7BN,-2.69214,53.7776
1322,"Studio 46, Eric island, Port Terenceside, NG1 1RL",2021-11-27,2009-01-04 00:00:00,NG1 1RL,-1.1505,52.9536
1323,"421 Marc tunnel, Raymondfurt, E4C 6SP",2004-08-09,,E4C 6SP,,
1323,"50 Henry brooks, Hollyberg, JE02 7LD",2014-01-31,,JE02 7LD,,
1324,"Studio 8, Jonathan shores, South Arthurchester, NN02 9ZA",2016-05-20,,NN02 9ZA,,
1325,"91 Craig lights, South Eleanor, LA3 8NT",2010-07-29,,LA3 8NT,-2.87485,54.0437
1326,"9 Vanessa turnpike, Juliashire, NN06 8BS",2017-12-18,,NN06 8BS,,
1327,"30 Payne valleys, North Justinside, B1 8WD",2019-07-30,,B1 8WD,-1.8998,52.4814
1327,"Studio 50, Karl ramp, Fletcherberg, PH37 3HJ",2020-04-27,,PH37 3HJ,-5.51138,56.8705
1328,"556 Dyer track, Marieberg, N6 7YD",2011-02-27,2014-05-17 00:00:00,N6 7YD,-0.159,51.5657
1329,"075 Baker hollow, East Cherylville, CB83 2WA",2011-03-03,2021-04-06 00:00:00,CB83 2WA,,
133,"Flat 85s, Stephen junction, Edwardston, GL5H 9BY",2021-02-17,,GL5H 9BY,,
1330,"088 Stevens streets, New Norman, G7 1GW",2006-10-21,,G7 1GW,,
1331,"4 Brown stream, Smithchester, E5S 3NB",2011-04-01,,E5S 3NB,,
1332,"Studio 25, Albert summit, New Patricia, WN1 1YX",2005-02-06,,WN1 1YX,-2.6226,53.5333
1332,"Studio 23E, Ashleigh mall, Liamville, W3A 7JT",2016-01-26,,W3A 7JT,,
1333,"337 Hussain crossroad, Ruthmouth, W70 9WH",2006-03-02,,W70 9WH,,
1334,"865 Lauren shore, West Joelstad, M10 7PR",2006-11-09,2008-11-11 00:00:00,M10 7PR,,
1335,"908 Stuart circle, Trevorhaven, BR7 8WR",2020-07-24,2014-06-07 00:00:00,BR7 8WR,0.0686,51.4171
1336,"Studio 01q, Aaron rue, South Georgeside, W1B 2ZD",2011-01-10,,W1B 2ZD,-0.1257,51.5085
1337,"Studio 84D, Jackson wall, Lake Alexanderville, TN9V 3TL",2007-09-10,,TN9V 3TL,,
1338,"2 Edwards squares, West Melanie, SO7 9ZY",2005-10-20,,SO7 9ZY,,
1339,"Flat 3, Wood passage, Port Janetstad, NN5M 3HA",2020-10-13,,NN5M 3HA,,
134,"39 Bryant crossroad, East Suzanne, SM30 8QN",2008-12-08,,SM30 8QN,,
1340,"Flat 9, Brown spring, North Jeremy, HG8 0ZD",2018-11-13,,HG8 0ZD,,
1341,"960 Hughes fields, Lake Samuelhaven, OL00 2BS",2004-03-25,,OL00 2BS,,
1341,"517 Mitchell mills, East Rhys, G7J 0YL",2019-09-14,,G7J 0YL,,
1342,"Studio 06, Williams mountains, New Terencefort, N9 5SY",2009-11-15,,N9 5SY,,
1342,"Studio 71r, Gardner springs, Harrietfort, N4 6BH",2015-09-16,2011-02-09 00:00:00,N4 6BH,-0.1069,51.5693
1343,"89 Jones summit, New Emilyport, E4C 0AE",2009-04-16,,E4C 0AE,,
1344,"556 Morris stream, North Mollyhaven, EH95 0GR",2015-11-01,,EH95 0GR,-3.2535,55.9786
1345,"14 Bishop harbor, Georgeshire, OX66 3ET",2011-09-12,,OX66 3ET,,
1345,"Flat 65, Linda highway, Jonesburgh, G2 9HX",2014-04-24,2020-12-21 00:00:00,G2 9HX,-4.2576,55.8651
1346,"Flat 65I, Sheila valleys, East Denis, N90 0BE",2007-11-16,,N90 0BE,,
1347,"Flat 8, Callum centers, West Carlport, B4 1DB",2013-04-15,,B4 1DB,-1.8998,52.4814
1348,"9 Thompson knoll, Lake Frederickbury, L5H 3PU",2015-09-08,,L5H 3PU,,
1349,"78 Steven mountains, New Terencebury, WN21 8LE",2020-08-06,2013-09-27 00:00:00,WN21 8LE,,
135,"Flat 32, Newton landing, Douglasfurt, S0F 7BW",2017-07-04,,S0F 7BW,,
1350,"4 Smith meadows, New Elliottchester, LS52 3GY",2013-09-01,,LS52 3GY,,
1351,"3 Clare meadow, Port Jayne, NN3 8FX",2006-10-09,,NN3 8FX,-0.83308,52.2758
1351,"077 Martin mews, Edwardmouth, E6 8DA",2011-11-01,,E6 8DA,0.049325,51.5333
1352,"Flat 8, Bull throughway, Sarahmouth, N5 8YW",2013-05-06,,N5 8YW,-0.1,51.55
