pernos,initials,sex,address,postcode,mobNumber,homeNumber,workNumber,marketing,goneAway,value
177,SU,2,"Flat 63u, William field, Annaside, TD4 3BB",TD4 3BB,+441174960218,029 2018 0285,+44(0)1164960214,no,0,29395.655734563577
178,KT,0,"290 Bryant heights, Lake Andreastad, L0 0EU",L0 0EU,+44(0)1174960212,0909 8790004,(0116) 496 0914,yes,1,710.0
179,GC,2,"Studio 00Y, Shane common, Kimchester, M5S 7RS",M5S 7RS,+44(0)131 496 0271,01614960043,+44(0)1632 960 763,yes,0,32721.011056660765
180,MA,0,"Studio 45N, Wilson trail, East Oliviaberg, L2 8ZA",L2 8ZA,+44113 4960616,(0121)4960181,0151 496 0198,no,0,53861.45816559045
181,HO,1,"9 Derek landing, West Sylvia, KA8 8YB",KA8 8YB,0306 9990198,+44118 4960599,+44(0)114 496 0905,no,0,166888.1988452155
182,LK,1,"Studio 97, Josh wall, Lake Michelle, FY2Y 7UY",FY2Y 7UY,+44(0)29 2018198,+44151 4960989,+44121 4960615,yes,1,67816.70051830601
183,DK,2,"8 Smith flats, New Sarafurt, SN6 4BQ",SN6 4BQ,0114 496 0795,(0191) 4960415,+44(0)20 7496 0039,yes,0,38240.17766777854
184,ZJ,1,"4 Denis mills, Taylormouth, HX2V 4BS",HX2V 4BS,+441134960245,+44141 496 0118,+44(0)114 4960305,yes,0,137027.13289054632
185,ES,0,"Studio 92Z, Townsend fords, Aimeetown, M6B 4LH",M6B 4LH,02074960756,+44(0)306 9990456,(0151) 496 0978,no,0,30224.149129313915
186,LP,2,"Studio 6, Wheeler groves, Jasonville, IP49 2TD",IP49 2TD,01614960973,0121 4960726,028 9018 0198,yes,0,32153.28434712716
187,TG,2,"Flat 74l, Keith radial, Pamelashire, L1U 3QW",L1U 3QW,+44191 4960160,+44(0)20 7496 0059,(0161) 496 0046,no,0,31377.87802147693
188,ES,2,"Studio 56, Joshua villages, Samuelfurt, E88 6QR",E88 6QR,01914960385,0191 4960298,(0113) 4960521,yes,0,710.0
189,BC,1,"2 Harrison court, Lake Beverley, LE44 9XN",LE44 9XN,0118 496 0367,+44(0)151 496 0297,0306 9990768,yes,0,710.0
190,MA,1,"Studio 56s, Sean overpass, South Beverleybury, KY36 3DY",KY36 3DY,(0306)9990358,01134960447,01184960737,no,0,710.0
191,SF,2,"Studio 5, Callum mountain, Lake Declan, E50 0WD",E50 0WD,+441614960732,+44(0)3069990834,+44(0)115 496 0739,no,0,130532.3115542683
192,OD,0,"034 Owen islands, Claytonstad, SN92 5ZB",SN92 5ZB,+44(0)117 4960920,0113 496 0207,+44(0)20 7496 0911,yes,0,710.0
193,HD,1,"Studio 01F, Davies gardens, North Kellychester, HD15 1YS",HD15 1YS,0115 4960302,+44(0)306 999 0645,(0113)4960731,no,1,212855.87881196322
194,RT,2,"Flat 63O, Teresa station, Johnsonborough, WS62 2PQ",WS62 2PQ,+44(0)116 4960443,+44(0)1314960600,+441184960820,no,0,30704.32847242612
195,NW,2,"64 Johnson summit, New Oliviamouth, M53 6ZN",M53 6ZN,0909 8790058,+44(0)1164960408,(0909) 8790632,no,0,710.0
196,NA,1,"Studio 30, Clare mission, Malcolmshire, W63 0TE",W63 0TE,01154960765,+44(0)292018021,+44(0)9098790005,no,0,28114.377650904637
197,OG,2,"769 Glen fall, Lucyburgh, LA6B 9SJ",LA6B 9SJ,(0909)8790613,+4429 2018 0550,0191 4960646,no,0,154757.9912722651
198,BW,0,"7 Alex lane, Rogerchester, L46 2WJ",L46 2WJ,+44292018647,+44(0)306 999 0078,+44(0)29 2018 0719,yes,0,66882.84239883401
199,QS,2,"Flat 0, Palmer parkways, Lake Diane, WS0X 3YP",WS0X 3YP,(028) 9018 0748,+441414960597,+441154960789,yes,0,245409.48622139383
200,JP,0,"Flat 50x, Suzanne cape, East Debrahaven, B7U 1WX",B7U 1WX,+441314960853,+44(0)161 496 0686,0306 999 0465,no,1,710.0
201,YG,0,"9 Terence fields, Leeshire, S51 6BH",S51 6BH,(029) 2018 0809,+44(0)1314960836,0131 496 0763,yes,0,31680.869503600425
202,KP,2,"Flat 09k, Banks forges, Lake Denisfort, DE3B 3BJ",DE3B 3BJ,+441514960999,(0151)4960206,+441632960312,no,0,710.0
203,JR,0,"Flat 27, Tracy park, Marcusmouth, E6D 0US",E6D 0US,(029) 2018 0444,+44(0)1914960074,+44(0)141 4960433,no,0,32129.41313110977
204,ZO,2,"Studio 0, Jayne fords, Matthewshaven, DY3Y 1YT",DY3Y 1YT,(01632) 960 480,0141 4960266,+44161 496 0672,yes,0,710.0
205,UG,0,"Flat 8, Neil way, Lake Leighburgh, E8 1YN",E8 1YN,0191 4960957,0289018243,(020)74960088,yes,0,710.0
206,GR,0,"Flat 21, Dennis shoals, Joneschester, DD8H 2NN",DD8H 2NN,0306 9990441,0131 496 0785,+44(0)28 9018 0638,no,1,31459.85634079414
207,BC,2,"Flat 0, Begum land, Lawrencehaven, SE85 3NX",SE85 3NX,+44(0)114 496 0001,020 74960613,(0116) 496 0289,yes,0,32988.2695054221
208,NQ,1,"Studio 14, Jenkins fork, Lloydtown, W01 5GE",W01 5GE,+44(0)1514960373,03069990445,+44115 496 0594,yes,0,104314.1353672495
209,TE,0,"02 Ashley creek, Clementsshire, S1 5AL",S1 5AL,+44(0)1314960845,+44(0)121 4960855,(0131) 4960431,yes,0,710.0
210,HS,0,"Studio 9, Ross wells, Seanland, FY3 0LJ",FY3 0LJ,+44(0)141 496 0425,(0306)9990000,0121 4960584,yes,0,30155.640569553412
211,QA,1,"Flat 7, Taylor burg, North Lorraine, SO28 9QY",SO28 9QY,+441164960943,(0118) 496 0249,+44(0)1154960789,no,0,710.0
212,XL,2,"Flat 3, Geraldine lodge, West Marilyn, DD63 1FU",DD63 1FU,+44113 4960072,+44131 496 0583,03069990064,no,0,31224.52908752207
213,XD,0,"5 Howells highway, Lake Jacquelinestad, SG7R 5WQ",SG7R 5WQ,+44(0)114 4960690,+44117 496 0262,0141 496 0188,no,0,28864.66565284033
214,LL,0,"Flat 6, Thompson lake, Derekview, DA16 0NN",DA16 0NN,(0808) 1570556,01614960878,+441632 960 742,yes,1,33902.115206620525
215,QW,2,"Flat 3, Davies pass, Stevenchester, PO32 4DA",PO32 4DA,+441154960586,(0909) 8790659,+44(0)808 157 0266,yes,1,17113.917916316423
216,AK,0,"4 Wells junction, Sylviaton, N00 1PG",N00 1PG,+441414960232,+44(0)1164960559,+44131 4960424,no,0,710.0
217,IT,0,"Flat 3, Scott unions, West Leannehaven, HS7 4QZ",HS7 4QZ,+44(0)909 8790657,+44(0)2074960323,01614960497,no,1,31232.812879760524
218,KW,1,"Studio 75, Toby point, Whiteport, RG2N 1YQ",RG2N 1YQ,+44(0)909 8790540,+44(0)1144960565,+441632960881,no,1,72452.61206169325
219,NF,1,"Flat 41, Craig union, East Graceview, NE68 8HW",NE68 8HW,01144960995,+44(0)289018835,(0808) 157 0580,yes,0,29905.128262636725
220,ER,0,"65 Parkin centers, Watkinsfurt, SA16 2FX",SA16 2FX,(0114) 4960692,+44808 157 0749,+44151 496 0593,yes,0,30202.44247149234
221,RQ,1,"Studio 3, Butler port, Port Declanfort, N95 3TT",N95 3TT,+44(0)909 879 0759,0306 9990465,0141 4960519,yes,0,710.0
222,EF,0,"Studio 82X, Peter forks, Rachelville, N61 9DS",N61 9DS,01614960686,(0115)4960054,+4428 9018 0668,no,0,710.0
223,YR,2,"Studio 97i, Brenda field, Russellhaven, S9 8GN",S9 8GN,(0117)4960944,0115 4960661,+441314960415,no,0,23609.34932609063
224,YG,2,"430 Fletcher isle, Hallmouth, W9 6YA",W9 6YA,0909 879 0888,(0118) 496 0769,01314960809,yes,0,93058.30005128185
225,ZA,1,"Flat 40, Amy walk, Billytown, OL1V 2ZH",OL1V 2ZH,+44(0)114 4960385,0121 4960134,(0306)9990904,no,0,70725.00328515982
226,IL,2,"81 Pratt extension, East Alex, DA7A 1ES",DA7A 1ES,01214960317,+44151 4960487,+44115 496 0750,no,0,31590.300628588975
227,CW,2,"81 Janet mission, Bernardchester, L3B 8PJ",L3B 8PJ,(0131)4960907,+44(0)8081570358,+44113 496 0839,yes,0,152512.50491137893
228,DT,0,"770 David crest, West Raymondmouth, M0 0FW",M0 0FW,(0141)4960202,(01632) 960 523,+44(0)1632960654,yes,0,30458.276919367636
229,EZ,1,"Studio 4, Leslie unions, Harrisonton, GY14 9QU",GY14 9QU,+44(0)113 496 0009,0114 4960397,(0118) 4960156,yes,0,31137.832807153474
230,RF,1,"1 Smith cliff, Lambbury, N8 9FQ",N8 9FQ,+44(0)1632960902,0161 4960010,02074960847,yes,1,710.0
231,XP,2,"Studio 46, Rogers flat, Mannington, ST4 5SB",ST4 5SB,(0131) 496 0968,(0116) 4960462,01144960634,no,1,30885.030416370897
232,LH,0,"Studio 1, Samuel centers, Dianabury, G2T 4YQ",G2T 4YQ,+44909 879 0455,0808 157 0617,(0115) 4960567,yes,1,710.0
233,UP,0,"75 Jackson pike, Moorechester, CV3Y 8SU",CV3Y 8SU,(0114)4960065,(020) 74960671,+44115 496 0490,no,0,173090.12083629635
234,II,1,"Studio 27L, Christian locks, Patriciaview, B9G 8NR",B9G 8NR,(0306)9990058,+44289018308,+44(0)117 496 0876,no,0,31800.035597559003
235,FN,2,"Studio 3, Maurice burg, Johnsonfurt, S88 2TU",S88 2TU,020 7946 0139,(0116) 4960482,+44(0)116 496 0828,yes,0,31717.152151427304
236,KF,1,"5 Emily fields, Alistad, HD1V 2YP",HD1V 2YP,(0131)4960314,+4428 9018857,+44(0)306 999 0882,no,0,710.0
237,ON,0,"95 Thomas court, Lawrenceburgh, RG7M 5AD",RG7M 5AD,+44(0)909 879 0794,+44(0)151 496 0604,0114 4960856,no,0,710.0
238,YE,0,"8 Franklin square, Smithview, M3B 1JU",M3B 1JU,+44292018341,+44(0)114 4960915,+4429 2018841,yes,0,32519.464303587803
239,UU,2,"06 Adams light, West Nicholasfort, TD24 5BN",TD24 5BN,+44131 4960161,+44(0)118 4960335,0808 1570076,yes,0,96760.76239521799
240,EQ,1,"Flat 8, Parker vista, East Jay, ML92 2DB",ML92 2DB,+44(0)121 496 0896,09098790187,(0141) 496 0301,yes,0,710.0
241,ZM,0,"4 Evans lodge, West Frank, MK37 5BP",MK37 5BP,+44113 496 0294,+44(0)2074960182,+44(0)29 2018 0480,no,0,710.0
242,ET,0,"7 June fall, Michaelfurt, S5A 0XZ",S5A 0XZ,+44(0)1164960153,01514960969,(0131) 4960119,yes,0,136198.3891141366
243,YL,1,"Flat 59J, Harvey plain, Potterview, OX6N 4ZG",OX6N 4ZG,0131 4960403,+441632 960704,(0808)1570340,no,0,710.0
244,QT,2,"Flat 48, Phillips shores, South Samanthaton, N2 9NW",N2 9NW,+44(0)1414960841,+441632960826,0151 496 0726,yes,0,710.0
245,IQ,0,"Flat 35K, Pritchard shoals, Hannahside, L3U 9WP",L3U 9WP,(0306)9990327,+44(0)1514960315,01174960770,no,0,259486.4279324611
246,BM,2,"09 Bruce point, West Damian, SM5 8LX",SM5 8LX,+44(0)141 4960128,(0117) 496 0117,+44(0)1414960197,no,0,710.0
247,RO,1,"667 Toby harbors, Maxhaven, PL7B 4AD",PL7B 4AD,0116 4960199,+44(0)1144960128,+44(0)28 9018582,no,0,710.0
248,ZH,2,"Flat 4, Jasmine glens, Lake Katherinechester, CW7R 6SL",CW7R 6SL,020 74960270,029 2018 0476,0292018521,yes,0,31591.59079548008
249,ZP,0,"Studio 65, Savage freeway, North Frederickshire, SG34 4YW",SG34 4YW,01314960986,+44191 4960531,+44141 4960421,no,0,710.0
250,YK,2,"Studio 75W, Moore springs, Kennethborough, W7A 5LD",W7A 5LD,(0117)4960722,+44(0)114 496 0899,+4428 9018094,no,0,29957.870152444822
251,QS,1,"55 Leah locks, South John, L7 6DZ",L7 6DZ,(0909) 879 0272,+44131 496 0459,+4428 9018092,no,0,710.0
252,KR,0,"Flat 99, Lucy junctions, South Jemma, WF8 0TW",WF8 0TW,(0114) 496 0356,(0131) 4960843,(028) 9018836,no,0,66931.3102751511
253,BF,1,"Flat 79, Jordan forge, New Geoffreymouth, B7A 8AQ",B7A 8AQ,(0306) 9990574,+44(0)8081570197,+44116 496 0658,no,0,20324.93106797754
254,DK,2,"77 Brian lock, Davisport, M21 9GZ",M21 9GZ,+44(0)1632960407,(0131) 4960105,(0191)4960441,no,0,202805.2703436333
255,HE,2,"966 Carly expressway, East Glenburgh, S4 8RH",S4 8RH,+44(0)113 4960732,01632 960070,(0113)4960758,yes,0,31965.053361072045
256,RW,0,"73 Cooper cliffs, North Ashleighhaven, E93 8WR",E93 8WR,+44(0)28 9018505,+44131 4960070,+44114 4960661,no,0,29497.28874320032
257,WR,0,"Studio 9, Emily falls, Palmerville, G0K 4RY",G0K 4RY,01632 960287,+4420 74960190,0808 157 0113,no,0,33184.080968637536
258,WL,0,"Flat 30A, Collins pass, Lake Ashleymouth, G6 8YW",G6 8YW,+44(0)115 4960847,+44(0)121 496 0926,0306 9990753,no,0,30812.374161473876
259,QI,2,"292 Jones well, Adamsstad, DL7N 3QL",DL7N 3QL,01514960098,+441164960687,0141 4960223,yes,1,29570.2987006851
260,HF,2,"7 Wilson place, Turnerburgh, S2 1YQ",S2 1YQ,+44(0)115 4960637,+44(0)161 4960636,+44114 4960568,no,0,31645.27469382188
261,FP,1,"Studio 5, Davies coves, New Lynda, N23 2BR",N23 2BR,+44(0)9098790154,(0116) 4960840,01514960231,yes,0,150033.36511888404
262,BA,0,"Studio 9, Maureen park, Bruceberg, M16 3DB",M16 3DB,01414960037,+44151 496 0286,+44191 4960024,no,1,710.0
263,GK,2,"8 Ann ville, Lake Joelport, L9 0HQ",L9 0HQ,(0161)4960480,(0115) 4960919,01414960056,yes,0,66238.0235156121
264,EK,1,"375 Austin row, East Bethanfort, TN0R 1RB",TN0R 1RB,+44(0)151 496 0353,+443069990565,(0115)4960390,yes,0,31150.551101783723
265,SF,2,"Flat 85, Stewart route, Rosemouth, CA53 6YT",CA53 6YT,(0808)1570618,01414960128,+44191 496 0042,yes,0,31563.386839083694
266,ST,2,"6 George port, New Leon, B0W 2YH",B0W 2YH,+441514960464,(0117)4960805,(0114)4960558,no,0,31697.731184739656
267,UD,1,"104 Aimee station, East Lindseyview, CH7B 7UD",CH7B 7UD,(01632) 960713,01214960147,0115 4960878,yes,0,95878.1846843409
268,QB,0,"Flat 86p, Maureen key, North Georginatown, KY14 8UP",KY14 8UP,+44116 496 0418,(029) 2018 0253,(0808) 1570551,no,0,29809.840524717187
269,AC,2,"Studio 0, Murray parkways, Raymondton, NW27 1HZ",NW27 1HZ,+44(0)1154960039,01614960954,+44(0)306 9990388,yes,0,710.0
270,QD,2,"Flat 28F, Wright road, Port Andrewfort, L0D 8ZT",L0D 8ZT,01154960905,+44306 9990339,+44(0)1144960439,no,0,31159.599909889934
271,NS,1,"Studio 81, Duncan valleys, Frankfort, WV60 4DG",WV60 4DG,+44(0)113 496 0275,(0909) 8790015,0306 999 0349,no,0,50629.859861206765
272,RK,0,"2 Richards squares, Juliaville, E9 9RA",E9 9RA,+4428 9018 0390,(01632) 960 381,(0131) 4960167,yes,0,710.0
273,TI,0,"Studio 92, Robinson dam, Eileenmouth, NR8A 8NW",NR8A 8NW,01632 960706,(0118) 4960341,(01632)960080,no,1,710.0
274,PZ,1,"6 Katie crossroad, East Marilynmouth, N5 0FA",N5 0FA,+44(0)117 4960299,01414960212,01164960434,yes,0,30390.99153401998
275,DL,0,"Studio 6, Jayne prairie, Martinshire, N8A 6YZ",N8A 6YZ,+44131 496 0381,(0118) 496 0045,(0121)4960171,no,0,710.0
276,OI,1,"339 Paige tunnel, Lake Glenmouth, NP3 7YQ",NP3 7YQ,+44(0)1214960312,+44141 496 0356,+4420 7496 0964,no,0,710.0
277,VY,0,"Studio 6, Helen fords, West Bethchester, RG99 8UB",RG99 8UB,+44(0)1314960392,+44(0)191 4960119,(0113) 4960839,yes,1,710.0
278,ZZ,2,"Flat 21, Roberts lane, Janiceside, B2 7AH",B2 7AH,(0808) 157 0664,01214960822,028 9018394,no,0,263614.0760720164
279,XN,1,"87 Hammond mills, Hazelburgh, DE53 8QS",DE53 8QS,(0151)4960235,(0117)4960868,0113 4960046,no,0,710.0
280,HH,2,"6 Sophie mission, Jaynechester, FY8 5TS",FY8 5TS,+44(0)131 4960800,0909 8790281,+44161 496 0436,yes,0,710.0
281,NE,1,"806 Glover path, North Lynne, ST6 7BE",ST6 7BE,029 2018 0206,028 9018286,0161 4960413,no,0,29267.73264993669
282,LC,1,"090 Bruce village, Callummouth, TF7X 6UY",TF7X 6UY,01414960673,+44113 496 0167,0116 496 0181,no,0,131237.3268576092
283,JS,0,"838 Baldwin mountains, North Yvonneburgh, NG0 6YZ",NG0 6YZ,0289018115,+44(0)1174960146,+442074960378,yes,1,31795.64117119152
284,KI,1,"9 Farrell mountains, North Sarahstad, CH5Y 9PY",CH5Y 9PY,(0306) 999 0913,+4428 9018511,(0141) 496 0444,yes,1,31402.744106632592
285,HP,1,"00 Jenna stream, Port Gareth, G30 5FH",G30 5FH,+44115 496 0845,+44161 4960553,(0115) 4960226,no,0,169565.64285000748
286,AF,2,"Studio 38, Heather vista, East Lindseyfurt, S8H 8PX",S8H 8PX,+44909 879 0918,+44(0)9098790379,+44(0)20 7496 0401,no,0,710.0
287,SA,0,"Studio 91i, Glen ridge, Cherylbury, CM4H 5DB",CM4H 5DB,+44(0)151 4960771,01314960167,+44(0)306 9990186,no,0,710.0
288,PT,2,"Flat 7, Smith path, West Vincent, ME4M 7PQ",ME4M 7PQ,(020) 74960128,0151 4960167,(0131) 4960552,no,0,263637.19662474823
289,QX,2,"Studio 92, Dobson roads, East Alexandramouth, CV7N 1LN",CV7N 1LN,+44(0)131 496 0379,0114 4960676,+449098790873,no,0,263710.0233350352
290,GA,1,"330 Timothy shore, Lake Christianstad, EX80 1YX",EX80 1YX,+44(0)115 4960443,0131 496 0252,+44(0)121 496 0087,no,0,51204.177378402776
291,OV,0,"4 Jones shores, Thomasbury, HR2B 5SN",HR2B 5SN,(0113) 496 0012,+441174960048,+44(0)1184960868,no,0,710.0
292,ZC,0,"Flat 0, Stanley walk, West Toby, B9 1AW",B9 1AW,+441632 960 076,+44(0)131 496 0536,+44(0)114 496 0447,no,1,710.0
293,QI,0,"Studio 05, Louise plains, North Dawnfurt, CV6Y 5ZU",CV6Y 5ZU,+44(0)116 4960440,01314960728,+442074960055,no,0,710.0
294,PH,1,"Flat 39W, Ian rapid, Dunnhaven, N1 3YJ",N1 3YJ,+44(0)28 9018 0623,0131 4960530,+44(0)3069990758,yes,0,30883.91703790316
295,HE,0,"Studio 10x, Carol tunnel, Port Francis, N27 8ZJ",N27 8ZJ,0289018785,0114 4960862,+44(0)808 157 0283,no,0,141854.03702247815
296,KI,1,"312 Wright park, New Victoriaberg, L4 3RZ",L4 3RZ,+44141 496 0043,(020)74960439,+44121 4960295,no,0,141398.2128688462
297,YX,1,"39 Beverley lakes, Craigfort, G7 6ZQ",G7 6ZQ,0141 4960102,(0113) 496 0185,(029)2018819,no,0,710.0
298,SY,2,"Flat 11a, Oliver trail, Bernardshire, E6 4TS",E6 4TS,+441164960795,0115 496 0393,0306 999 0810,no,0,710.0
299,DA,1,"16 Eleanor islands, East Andrew, N2 2WG",N2 2WG,0292018622,0151 4960328,01514960798,yes,0,29972.975539225314
300,MS,2,"Flat 30M, Morgan path, West Sian, E9B 5RB",E9B 5RB,+44(0)1144960000,+44113 496 0190,01914960110,no,0,111015.80594169769
301,HR,1,"Flat 5, Woodward ways, Wilsonmouth, E90 3ZU",E90 3ZU,(0141) 496 0268,+44117 4960069,028 9018 0338,yes,0,31988.895790590283
302,LZ,1,"Flat 79f, Sarah road, Stonemouth, N5K 2JD",N5K 2JD,(0161)4960459,+44(0)1164960644,+44117 4960513,yes,0,710.0
303,SP,2,"249 Kate well, North Alexandra, M0 7RP",M0 7RP,0115 4960895,+44116 4960249,(0306)9990647,no,0,710.0
304,PH,2,"Studio 63, Joseph crossroad, South Diane, S2 7DE",S2 7DE,0116 496 0825,+44(0)1632 960590,+44(0)1184960008,yes,0,710.0
305,ZH,2,"Studio 2, Stephen square, South Owen, DH5 9BH",DH5 9BH,(029)2018436,+44306 9990351,+44(0)117 4960642,no,0,108768.63726292552
306,VG,1,"016 Sylvia lock, East Alice, SY1 3DH",SY1 3DH,+44(0)29 2018098,0115 496 0440,+44(0)1214960032,no,0,32382.42145670154
307,LN,2,"Flat 71g, Phillips mount, Cameronfort, AB5E 3PN",AB5E 3PN,02074960993,(0191) 496 0524,+44(0)306 999 0708,no,0,710.0
308,NM,1,"Flat 2, Norman viaduct, Elaineport, CV9B 6SR",CV9B 6SR,0909 8790658,+44(0)117 4960035,+44(0)306 9990841,no,0,710.0
309,PV,0,"26 Samuel overpass, Martinton, S4J 4UG",S4J 4UG,(0141) 496 0861,(0117) 4960470,(0115)4960008,yes,0,710.0
310,JN,0,"Flat 24s, Parker freeway, Davismouth, M9 9HL",M9 9HL,+44306 999 0486,+44(0)909 8790049,(0151) 496 0890,yes,0,31921.511085360064
311,LA,2,"Flat 2, Rowley centers, North Danielle, KY7B 2ZQ",KY7B 2ZQ,+44113 4960176,01314960220,(0161) 4960686,yes,0,710.0
312,ML,2,"Studio 36M, Lauren orchard, Barnesstad, YO3W 4HL",YO3W 4HL,(0113) 4960414,0808 1570606,+44121 4960801,no,0,31271.752601552795
313,LJ,1,"56 Walton landing, Ashtonmouth, WD7 0UF",WD7 0UF,+442074960834,+44113 496 0429,0161 496 0159,no,0,228965.19087376518
314,LQ,2,"2 Gareth loop, Taylorland, B0 7ZA",B0 7ZA,01214960535,(029)2018866,+44118 496 0895,no,0,164820.03201021664
315,EI,0,"93 Russell crescent, Brianhaven, G3E 5TS",G3E 5TS,(028) 9018275,0909 879 0926,+44(0)1184960052,yes,1,31762.89130419609
316,QF,0,"Flat 61, Smith junction, Faulknerfurt, TW3E 3UY",TW3E 3UY,01314960517,01314960563,+44(0)9098790647,yes,0,28758.199390893875
317,ZH,1,"2 Lewis forest, Lake Bruce, B84 3DX",B84 3DX,+44(0)141 496 0353,+441632960333,+44(0)118 4960359,no,0,98129.8904139896
318,SL,2,"Studio 98u, Jackson circles, Leahmouth, B0W 1NW",B0W 1NW,+44(0)118 4960787,(0114) 4960956,+44306 999 0060,no,0,710.0
319,PL,2,"Flat 87x, Ben fort, Chapmanland, E4H 2XP",E4H 2XP,0161 496 0391,(0114) 4960294,+44(0)191 4960076,no,1,710.0
320,WH,0,"84 Carpenter branch, Jacobshire, L5D 7DH",L5D 7DH,+441514960059,+44(0)1632 960 092,+44(0)116 496 0758,yes,0,31167.114493774432
321,KJ,1,"Studio 04T, Alison isle, Lake Elliotburgh, E6 2YG",E6 2YG,+44(0)191 496 0091,+44118 496 0263,(028)9018675,no,0,29092.865673735738
322,HB,2,"1 Gardiner skyway, East Lewiston, KT8 6NQ",KT8 6NQ,0909 879 0455,+44(0)116 496 0703,(0191) 496 0075,no,0,208816.39408991876
323,YJ,2,"Studio 3, Amy ranch, West Denise, L2U 8TE",L2U 8TE,+44(0)808 1570212,+441164960146,+44(0)289018486,yes,0,31320.345851041475
324,DT,1,"Flat 1, Hollie place, East Emily, LS48 1RX",LS48 1RX,+44115 496 0646,+44118 4960119,(0306) 9990177,no,0,710.0
325,NF,0,"Studio 08a, Dorothy way, Singhmouth, W9G 0BB",W9G 0BB,+44151 4960493,+443069990051,01314960028,no,0,31544.046462269875
326,RQ,1,"Studio 15L, Debra junction, Turnerborough, G5 6ZX",G5 6ZX,+449098790174,0121 4960321,01184960645,yes,0,32295.668984645086
327,NS,1,"402 Wendy fall, Newtontown, MK37 8NJ",MK37 8NJ,0121 496 0289,+44(0)161 496 0313,+44(0)114 496 0310,yes,0,710.0
328,ZT,0,"Studio 37l, Glenn hill, Lake Michelle, RG02 6SP",RG02 6SP,+44(0)1174960621,028 9018659,(0141)4960381,yes,1,4816.154947009114
329,HP,2,"Studio 91Y, Alan plain, Pricemouth, HU69 1LR",HU69 1LR,+44(0)115 496 0623,(028) 9018076,+44(0)1154960348,no,0,125211.32331547275
330,JH,2,"Flat 6, Geoffrey falls, Dominicview, B6F 2AD",B6F 2AD,+44(0)131 4960115,01154960370,+44(0)191 496 0516,no,1,710.0
331,QG,0,"8 Louise stravenue, Scottchester, TF8W 5AE",TF8W 5AE,01174960851,+44114 496 0907,(0114) 496 0342,no,0,32210.505232562355
332,ZH,0,"333 Davies glen, South Maryfurt, E1 5QH",E1 5QH,+44(0)1154960928,+44(0)306 9990561,0141 4960559,yes,0,29717.671614729894
333,HU,1,"Studio 14f, Eleanor ferry, Watsonborough, DD3 1EJ",DD3 1EJ,+44(0)1314960691,01154960936,+44118 496 0234,yes,0,710.0
334,OU,1,"Flat 67t, Holden shoal, Alexhaven, S75 9PW",S75 9PW,09098790517,028 9018394,(0151) 4960706,yes,0,227095.24596947807
335,BE,1,"Studio 5, Natalie village, Gordonside, N45 6HN",N45 6HN,+44117 496 0819,01174960548,+44(0)1154960624,yes,0,55176.20024286289
336,CX,0,"96 Arnold lake, Sharonbury, CW1B 2TW",CW1B 2TW,+44117 4960828,0161 4960135,01414960849,no,0,31804.05975142326
337,CO,1,"Flat 0, Gordon underpass, Lake Charlotte, SW8 8UQ",SW8 8UQ,(0113) 496 0192,+441184960150,+44909 8790096,no,0,710.0
338,TV,2,"Flat 63, Brown ranch, New Jayhaven, G9 6HY",G9 6HY,+44(0)116 496 0882,+441164960215,0306 9990531,yes,0,710.0
339,YC,2,"Studio 49, William village, Shanestad, M8U 1UQ",M8U 1UQ,(0141) 496 0983,(0131) 496 0900,028 9018 0690,yes,1,30768.47485384737
340,OK,0,"523 Leanne circles, Yvonnehaven, WR2P 1GN",WR2P 1GN,03069990684,+44131 496 0506,(0141) 496 0043,yes,0,710.0
341,SL,2,"26 Taylor ferry, New Marianmouth, S2H 7TX",S2H 7TX,01314960903,01174960865,0113 4960894,yes,0,30697.79915588155
342,KZ,2,"1 Victor parks, Lake Daniellefort, WV1P 7YZ",WV1P 7YZ,0808 1570129,0113 4960632,(0191) 496 0326,yes,0,33349.26277078616
343,US,1,"45 Hartley forks, South Colinshire, S06 3BP",S06 3BP,+44114 496 0488,(0121)4960012,+44141 4960468,yes,0,32407.376979956753
344,ME,0,"Flat 99f, Herbert drive, Jasmineside, B1 6NG",B1 6NG,0191 4960796,+44191 4960593,+44121 4960838,no,1,176298.66138789005
345,MB,2,"28 Tom forge, Brownburgh, L11 1BL",L11 1BL,+441134960080,+44(0)121 496 0485,028 9018 0014,yes,0,165370.73753999642
346,OB,0,"4 Pearce mews, Adamshaven, SP8H 7DZ",SP8H 7DZ,+44(0)131 496 0607,+44289018472,+44(0)1914960527,no,0,710.0
347,DV,1,"3 Shannon trace, Harrisland, S51 6DN",S51 6DN,+441914960547,+44113 4960423,+44121 496 0547,yes,0,151433.72466328327
348,GR,1,"48 Murphy trail, Peterbury, KW07 2RL",KW07 2RL,+44(0)116 4960191,+441632 960294,(0117)4960161,yes,1,32714.54421136584
349,SM,2,"Flat 40, Boyle key, North Lyndachester, SL0E 8PN",SL0E 8PN,(0161) 4960243,(0808) 1570195,+44121 4960072,yes,0,31021.424867735674
350,KK,2,"Flat 76, Middleton park, South Sylviachester, SP3 3LQ",SP3 3LQ,(0121) 496 0214,0121 4960728,01164960369,yes,0,710.0
351,RJ,1,"93 Baker neck, Lake Jade, W5 1QX",W5 1QX,+441174960306,(0161)4960244,(0116) 4960232,yes,0,710.0
352,AC,2,"417 Gregory shores, North Allanhaven, YO59 2ZQ",YO59 2ZQ,(0808)1570856,+44114 496 0893,+441414960558,yes,0,109172.64513174564
